[2026-01-20 00:10:33,385] 161 numexpr.utils - INFO - NumExpr defaulting to 16 threads.
[2026-01-20 00:10:36,430] 16 root - INFO - initate Data Inguetion
[2026-01-20 00:10:42,226] 84 root - INFO - Performed Train test Split
[2026-01-20 00:10:42,267] 97 root - INFO - Exported Train and Test set
[2026-01-20 00:10:42,268] 18 root - INFO - Data Initiation completed
[2026-01-20 00:10:42,274] 22 root - INFO - initate Data velidation
[2026-01-20 00:10:42,339] 35 root - INFO - Required no of column:2
[2026-01-20 00:10:42,339] 37 root - INFO - Dataframe has columns:31
[2026-01-20 00:10:42,339] 35 root - INFO - Required no of column:2
[2026-01-20 00:10:42,339] 37 root - INFO - Dataframe has columns:31
[2026-01-20 00:10:42,456] 24 root - INFO - initate Data velidation complted
[2026-01-20 00:10:42,457] 27 root - INFO - Data Transformation Started
[2026-01-20 00:10:42,457] 57 root - INFO - Entered initate data_transformation methord of DataTransformation class
[2026-01-20 00:10:42,457] 59 root - INFO - started Data Trandsformation
[2026-01-20 00:10:42,518] 39 root - INFO - entered get_data_transformet_object methord of transformer class 
[2026-01-20 00:10:42,518] 44 root - INFO - Initiliase KNNImputer with {'missing_values': nan, 'n_neighbors': 3, 'weights': 'uniform'}
[2026-01-20 00:10:42,534] 58 root - INFO - Entered the save file object method of MainUtils class
[2026-01-20 00:10:42,540] 62 root - INFO - Exited the save_object method of MainUtils class
[2026-01-20 00:10:42,542] 30 root - INFO - Data Transformation completed
[2026-01-20 00:10:42,543] 33 root - INFO - model tranning started
[2026-01-20 00:26:47,010] 58 root - INFO - Entered the save file object method of MainUtils class
[2026-01-20 00:26:47,044] 62 root - INFO - Exited the save_object method of MainUtils class
[2026-01-20 00:26:47,045] 117 root - INFO - model trainer artifects ModleTrainerArtifact(trained_model_file_path='Artifacts\\01_20_2026_10_00_33\\model_trainer\\trained_model\\model_trainner.pkl', train_metric_artifact=ClassificationMetricArtifact(f1_score=0.9924035247645092, precision_score=0.9908980582524272, recall_score=0.9939135727328059), test_metric_artifact=ClassificationMetricArtifact(f1_score=0.9725363489499192, precision_score=0.9647435897435898, recall_score=0.9804560260586319))
[2026-01-20 00:26:47,050] 38 root - INFO - Model Trainer artifact created
