[2026-01-17 20:56:36,450] 161 numexpr.utils - INFO - NumExpr defaulting to 16 threads.
[2026-01-17 20:56:37,952] 16 root - INFO - initate Data Inguetion
[2026-01-17 20:56:46,623] 84 root - INFO - Performed Train test Split
[2026-01-17 20:56:46,659] 97 root - INFO - Exported Train and Test set
[2026-01-17 20:56:46,659] 18 root - INFO - Data Initiation completed
[2026-01-17 20:56:46,663] 22 root - INFO - initate Data velidation
[2026-01-17 20:56:46,762] 35 root - INFO - Required no of column:2
[2026-01-17 20:56:46,762] 37 root - INFO - Dataframe has columns:31
[2026-01-17 20:56:46,762] 35 root - INFO - Required no of column:2
[2026-01-17 20:56:46,762] 37 root - INFO - Dataframe has columns:31
[2026-01-17 20:56:46,867] 24 root - INFO - initate Data velidation complted
[2026-01-17 20:56:46,867] 27 root - INFO - Data Transformation Started
[2026-01-17 20:56:46,867] 57 root - INFO - Entered initate data_transformation methord of DataTransformation class
[2026-01-17 20:56:46,867] 59 root - INFO - started Data Trandsformation
[2026-01-17 20:56:46,960] 39 root - INFO - entered get_data_transformet_object methord of transformer class 
[2026-01-17 20:56:46,960] 44 root - INFO - Initiliase KNNImputer with {'missing_values': nan, 'n_neighbors': 3, 'weights': 'uniform'}
